Department,College,Credits,Course,Program,CourseCode,Crosslist,CourseName,CourseDescription,Attributes
Health Medicine and Society,Arts & Sciences,4 Credits,HMS 314,HMS,314,"AAS 314, GS 314, SOC 314","Infections and Inequalities: HIV, TB and Malaria in the Global South ","This course will explore the social, economic, and environmental causes of HIV, TB, and malaria in developing nations, with a particular focus on the characteristics and causes of these diseases in Sub-Saharan Africa. Students will engage theories and perspectives on development, globalization, and social inequality to explain trends in HIV, TB, and malaria and to understand why certain groups are more vulnerable to infection than others. Prerequisite: Junior/senior standing with declared major/minor in SOC, ANTH, SOAN, HMS, GS, or AAS.","CC, SS, SW, W"
Health Medicine and Society,Arts & Sciences,3-4 Credits,HMS 315,HMS,315,ENGL 315,"Topics in Literature, Medicine, and Health ","Analyzing the stories people tell about health, illness and disability, this course engages cultural studies approaches in order to explore the way those stories are told. Topics may include: illness and the graphic novel, the changing image of the healer in literature, collaborative storytelling with Alzheimer's patients, end of life narratives, tales from the ER, narrative ethics.","CC, HE, HU, W"
Health Medicine and Society,Arts & Sciences,4 Credits,HMS 322,HMS,322,"GS 322, SOC 322",Global Health Issues ,"Sociological dimensions of health, illness, and healing as they appear in different parts of the world. Focus on patterns of disease and mortality around the world; the relative importance of 'traditional' and 'modern' beliefs and practices with regard to disease and treatment in different societies; the organization of national health care systems in different countries; and the role of international organizations and social movements in promoting health.","CC, SS, SW, W"
Health Medicine and Society,Arts & Sciences,4 Credits,HMS 354,HMS,354,POLS 354,U.S. Health Care Politics ,Explores a range of health care programs and policies and their impacts on American society. Topics include the development of the U.S. approach to health care; public sector plans (Medicare and Medicaid); the role of managed care; the employer-sponsored system; the situation of the medically uninsured; the health care vested interests and lobbyists; movements for national health care; and options for change.,"CC, SS"
Health Medicine and Society,Arts & Sciences,4 Credits,HMS 380,HMS,380,"POLS 380, WGSS 380",The End of Policing? Politics of Social Control ,"What are your prime directives? Serve the public trust, protect the innocent, uphold the law (Robocop 1987). This course focuses on policy design and feedback and is not a course on police procedure or policing tactics. The primary objective of the course is to learn to think critically about public safety and evaluate policies based on their value to democracy.",CC
Health Medicine and Society,Arts & Sciences,1-4 Credits,HMS 391,HMS,391,,Special Topics ,Intensive study of a topic of special interest not covered in other courses.,"CC, HU, SS, W"
International Relations,Arts & Sciences,3 Credits,IR 002,IR,002,,Current Issues in World Affairs ,"This is a survey course designed primarily for non-IR majors or minors. The purpose is to acquaint students with some of the concepts and historical facts behind current global issues. The content of this course will, in part, be dictated by international events as they unfold.","CC, SS, SW"
International Relations,Arts & Sciences,4 Credits,IR 010,IR,010,,Introduction to World Politics ,"Introduction to the major principles, concepts, and theories of international relations, along with a historical background focusing on the 19th and 20th centuries. Topics to be covered include the nature of power, balance of power theories, national interest, decision-making in foreign policy, theories of war and expansion, patterns of Cooperation, and international political economy.","CC, SS, SW"
International Relations,Arts & Sciences,4 Credits,IR 011,IR,011,,International Relations in Popular Culture ,"International politics inspires all forms of cultural response, including novels, poetry, art, and film. These media are as or even more influential in shaping public views of international relations, and often policy, than is social science research. This course examine international politics through the artistic lens, juxtaposing artistic interpretations with social science explanations.","CC, HE, HU"
International Relations,Arts & Sciences,4 Credits,IR 013,IR,013,,Global Politics of Censorship ,"Recent decades have seen a steady increase in both governmental and non-governmental censorship in the West. This course examines the causes and consequences of this transnational phenomenon, including the rise of social media, political polarization, critical social justice movements, civil rights law, shifts in social norms, and changes in class structure. It covers many divisive issues in contemporary politics, including hate speech, race relations, blasphemy, misinformation, media bias, and research taboos in academia.","CC, SS, SW"
International Relations,Arts & Sciences,4 Credits,IR 015,IR,015,,Authoritarianism ,"Authoritarianism has been the dominant form of government throughout history, and more than half of the world lives under it today. This course addresses its various forms and central dynamics. Learn how rulers organize coups, repress societal opposition, create cults of personality, enrich cronies, and avoid being overthrown by rivals. Use real-world case studies from the Mideast, Africa, Asia, Europe, and Latin America to find out how authoritarian regimes have dealt with technological change and Western democracy promotion.","CC, SS, SW"
International Relations,Arts & Sciences,4 Credits,IR 026,IR,026,,Political Economy of Corruption I ,"This course examines causes and consequences of various forms of corruption from the political-economic perspective; helps students better understand various sources, types, patterns, and consequences of corruption; considers corruption that exists in both the public and private sectors; evaluates how corruption affects economic growth and resource allocation; and assesses global and national strategies to reduce corruption. Students may not receive credit for both IR 026 and IR 226.","CC, Q, SS, SW"
International Relations,Arts & Sciences,4 Credits,IR 030,IR,030,,The Nuclear Revolution ,"The invention of nuclear weapons has revolutionized international politics more profoundly than anything since the invention of agriculture. States can now destroy each other without defeating each other militarily or even if defeated themselves, leading to elaborate concerns about nuclear deterrence, nuclear proliferation, and custody of fissile material. Some credit nuclear deterrence with making the Cold War into the Long Peace. This course explores these and related questions, including whether we can expect the Long Peace to continue.","CC, SS, SW"
International Relations,Arts & Sciences,4 Credits,IR 040,IR,040,,The United Nations ,"Provides overview of key issues and debates in the United Nations and helps students understand the formal and informal operations of this global organization. We will explore two major questions. First, what are the major obstacles to effective international cooperation in the United Nations? Second, what does globalization mean for UN efforts to promote democracy, development, and human rights? Includes a trip to UN Headquarters in NY and an in-class UN simulation exercise.","CC, SS, SW"
International Relations,Arts & Sciences,1 Credit,IR 041,IR,041,,U.N. Practicum ,"Only students participating in the U.N. Youth Representative program are eligible to register for this course. In addition to their regular activities in that program, students are required to maintain a journal of their experiences and write a brief reflective essay on how those experiences have affected their view of international activism, the UN, and the importance on international NGOs. Consent of department required.","CC, SW"
International Relations,Arts & Sciences,4 Credits,IR 052,IR,052,,Ukraine at the Crossroads: Regime Change and International Politics ,"This course investigates Ukraine’s Orange Revolution, Euromaidan protests, Russia’s annexation of Crimea, and the armed conflict in Eastern Ukraine. It will analyze domestic and international causes and consequences of these events through the lenses of news reports, social media, and scholarly publications. The course will introduce students to some basic concepts in the study of domestic and international conflict and facilitate a better understanding of current international events.","CC, SS, SW, W"
International Relations,Arts & Sciences,4 Credits,IR 056,IR,056,,European International Relations ,"Examines the evolution of the modern states system in Europe. Conceptual, theoretical and historical topics include the transition from feudalism to the Westphalian system, nationalism, imperialism, the causes of war and attempted peace settlements, the Cold War, the European Union, and the impact of the collapse of the USSR on the political and strategic structure of Europe.","CC, Q, SS, SW"
International Relations,Arts & Sciences,4 Credits,IR 061,IR,061,ASIA 061,East Asian International Relations ,"Introduction to East Asian international relations, with emphasis on post-1945 period: historical background of Asian international system; Cold War conflicts; China's rise and regional responses; Japan's changing international role; the two Koreas; ASEAN and Asian regionalism; U.S. and Russian policies; current and future issues.","CC, SS, SW"
International Relations,Arts & Sciences,4 Credits,IR 063,IR,063,ASIA 063,U.S.-China Relations ,"Introduction and analysis of the historical context and key aspects of contemporary US-China relations: Cold War US containment, rapprochement and diplomatic normalization; American arms sale and the Taiwan controversy; conflict and cooperation in the Korean Peninsula; economic interdependence and frictions; human rights and security relations; Asian regional disputes. Students may not receive credit for both IR/ASIA 063 and IR/ASIA 163.","CC, SS, SW"
International Relations,Arts & Sciences,4 Credits,IR 074,IR,074,,American Foreign Policy ,"Addresses major themes and trends in U.S. foreign policy, including its historical evolution. Assesses the interests and values that underlie the goals of policy and the beliefs that shape decisions on how to achieve those goals. Also examines issues such as the constitutional division of authority, bureaucratic politics and processes, civil-military relations, and public opinion.","CC, SS, SW"
International Relations,Arts & Sciences,4 Credits,IR 082,IR,082,JST 082,Middle East in World Affairs Since 1945 ,"Rise of Turkish, Iranian, and Arab nationalism; creation of Israel; decline of British and French power; growth of U.S. and Soviet influence; Middle East as the world's major oil producer.","CC, SS, SW"
International Relations,Arts & Sciences,4 Credits,IR 086,IR,086,JST 086,The Israeli-Palestinian Conflict ,"Origins of the Zionist movement and of Palestinian national identity. Evolution of the conflict before, during, and after the Israeli War of Independence/Palestinian Nakhba (Catastrophe). 1967 and subsequent occupations. Camp David, Oslo, and subsequent peace negotiations. The 2006 Fatah/Hamas split and state of Palestinian and Israeli politics and policy. Role of the Arab states and of global powers such as the United States.","CC, SS, SW"
International Relations,Arts & Sciences,1-4 Credits,IR 091,IR,091,,Special Topics ,Introductory course for students with interest in fields of international relations not fully covered by regular course offerings.,"CC, HE, Q, SS, SW, W"
International Relations,Arts & Sciences,4 Credits,IR 100,IR,100,,Methods and Research Design ,"The course has two principal aims - to introduce students to the logic of social scientific research and to equip them with the basic tools of research design. To that end the course 1) examines controversies surrounding the scientific method; 2) analyzes the logic of experimental, statistical, and case-study methods; 3) explores the most common methodological errors in social scientific research; and 4) gives students hands-on experience in designing a study.","CC, Q, SS, SW"
International Relations,Arts & Sciences,4 Credits,IR 132,IR,132,,Nationalism and Ethnic Conflict ,"The ideal of nationalism exerts a powerful pull on almost all people everywhere. This course investigates the sources, spread, and possible future decline of nationalism and national identity, the manipulation of nationalist feelings for political purposes, and the sources of national and ethnic conflict. We will also consider proposals for managing ethnic conflicts and their records of success (or failure). We will study recent and current cases, such as the Israeli-Palestinian conflict, ethnic relations in Iraq and Afghanistan, the Balkans,.","CC, SS"
International Relations,Arts & Sciences,4 Credits,IR 163,IR,163,ASIA 163,U.S.-China Relations ,"Introduction and analysis of the historical context and key aspects of contemporary US-China relations: Cold War US containment, rapprochement and diplomatic normalization; American arms sale and the Taiwan controversy; conflict and cooperation in the Korean Peninsula; economic interdependence and frictions; human rights and security relations; Asian regional disputes. This is an advanced course on US-China relations. Students may not receive credit for both IR/ASIA 063 and IR/ASIA 163.","CC, SS"
International Relations,Arts & Sciences,4 Credits,IR 169,IR,169,,Russia and the West ,"The course is an exploration of the most important issues and debates about the politics of the post-Soviet space. They include the collapse of communism, the collapse of the USSR, the problems of economic and political transition, the conflicts of the post-Soviet space, the problem of selective integration of post-Communist states into the Western integration, and many others.","CC, SS"
International Relations,Arts & Sciences,4 Credits,IR 177,IR,177,,International Relations of Latin America ,"Survey of major international and domestic crises facing Central and South America. Examines factors affecting Latin American system of states such as international debt, involvement of foreign powers, and social and political instabilities.","CC, SS"
International Relations,Arts & Sciences,1-4 Credits,IR 191,IR,191,,Special Topics ,specialized course for students interested in fields of international relations that are not fully covered by regular course offerings.,"CC, Q, SS, SW, W"
International Relations,Arts & Sciences,4 Credits,IR 210,IR,210,,Foreign Policy ,"This course explores the major international and domestic determinants of foreign policy, as well as contemporary problems associated with the conduct of foreign policy in the 21st century. Principal topics include the influence of the international system, geography, leadership, regime-type, transnationalism, and non-governmental organizations on foreign policy. The course draws upon the experiences of a variety of Western democratic states.","CC, SS"
International Relations,Arts & Sciences,4 Credits,IR 220,IR,220,,Globalization and World Politics ,"An exploration of the economic, political, cultural, and military manifestations of globalization and the effects on the internal order of states and the relations among them.","CC, SS"
International Relations,Arts & Sciences,4 Credits,IR 222,IR,222,,Political Economy of North-South Relations ,"Political economy of relations between developed and less developed countries. Issues arising from trade, investment, and foreign aid. Consequences of North-South transactions. Controversies over system structure and reform proposals for international institutions (e.g. World Bank, IMF, WTO).","CC, SS"
International Relations,Arts & Sciences,4 Credits,IR 223,IR,223,,Work & Labor in a Global Economy ,"Explores the ways that global economic integration affects workers & the nature of work. Using theoretical frameworks and case studies from around the world investigates issues such as labor standards and labor rights, migration, automation, income inequality both within and across countries, female labor force participation, political power of labor, & transnational labor activism. We will consider the ways that outcomes for workers are different in developed vs. developing economies, democracies vs. non-democracies, according to race, gender, and class status.","CC, SS"
International Relations,Arts & Sciences,4 Credits,IR 225,IR,225,POLS 225,International Political Economy ,"Principles governing the interaction between the economic and political components of international phenomena. Political aspects of trade, investment, and global economic order. Political underpinnings of international economic relations. Domestic and international political consequences of economic policy and international economic relations.","CC, Q, SS"
International Relations,Arts & Sciences,4 Credits,IR 226,IR,226,,Political Economy of Corruption II ,"This course examines causes and consequences of various forms of corruption from the political-economic perspective; helps students better understand various sources, types, patterns, and consequences of corruption; considers corruption that exists in both the public and private sectors; evaluates how corruption affects economic growth and resource allocation; and assesses global and national strategies to reduce corruption. Students may not receive credit for both IR 026 and IR 226.","CC, SS, W"
International Relations,Arts & Sciences,4 Credits,IR 234,IR,234,,Great Power Politics ,"Overview of the dynamics of strategic interaction between great powers, including the causes of conflict, origins of alliances, logic of coercion, sources of order, and definition of national interests. Focus on the interwar period (multi-polarity), the Cold War (bio-polarity), and the post-Cold War period (uni-polarity).","CC, SS"
International Relations,Arts & Sciences,4 Credits,IR 235,IR,235,,International Security ,"Explanations of international wars, civil wars, genocides, and terrorism. Arms races, escalation, and conflict resolution. The nuclear revolution and ballistic missile defense. Tools of national grand strategy, including alliances, deterrence, coercion, and institutions and norms. Current issues and near future prospects. Case studies.","CC, SS"
International Relations,Arts & Sciences,4 Credits,IR 236,IR,236,,Causes of War ,"Systematic examination of major schools of thoughts on the origins and prevention of war, including system-level theories of war and peace, domestic and societal sources of conflict, military policy, and ideational and psychological causes of war. Application and testing of theories to classic cases of war and conflict in history and the contemporary world.","CC, SS"
International Relations,Arts & Sciences,4 Credits,IR 237,IR,237,,National Security: The Military Instrument of Foreign Policy ,"This course will begin by exploring the theory, logic and history of US strategy, the elements of ground forces, air power, naval power and nuclear power, and the economics of military strategy. The second half of the course will examine contemporary problems and debates over US security policy.","CC, SS"
International Relations,Arts & Sciences,4 Credits,IR 245,IR,245,,International Organization ,"Examines how cooperation is achieved and sustained in world politics. Under what circumstances does cooperation take place? What role do formal international organizations play? What is the relative importance of power, ideas, and economic interests? Pursues questions theoretically and in practical terms across topical issues (e.g., humanitarian intervention, environmental protection).","CC, SS"
International Relations,Arts & Sciences,1-4 Credits,IR 291,IR,291,,Special Topics ,Advanced course for students with interest in fields of international relations not fully covered by regular course offerings.,"CC, HE, Q, SS, SW, W"
International Relations,Arts & Sciences,4 Credits,IR 322,IR,322,,Poverty and Development ,"Patterns and causes of poverty in poor countries. Diagnosis of development problems and evaluation of development planning. Explanations for choices of development policy, especially issues of trade, foreign aid, and foreign direct investment. Written and oral presentation of individual country research. Consent of department required.","CC, SS, W"
International Relations,Arts & Sciences,4 Credits,IR 323,IR,323,,Political Economy of Industrialization and Development ,Political foundation and consequences of economic development and growth. Global inequality in the rates and levels of economic development. Analysis of the differences between the development strategies adopted in different parts of the world. Explanations for patterns of success and failure. Origins of underdevelopment; the politics of failed development strategies; the challenge of the increasingly competitive world economy and relations with the U.S. and other developed nations. Consent of department required.,"CC, Q, SS, W"
International Relations,Arts & Sciences,4 Credits,IR 330,IR,330,,Mass Murder ,"Is mass murder modern or ancient? Is such violence committed by states or societies? Why do some conflicts degenerate to mass murder and some do not? Are democracies immune to committing this kind of violence? These are just some of the questions that inform the critical examination of the literature on mass murder, which is the principal aim of this course. The prominent cases of mass murder in the 20th century form its main empirical content. Consent of department required.","CC, SS, W"
International Relations,Arts & Sciences,4 Credits,IR 332,IR,332,,The Quest for Peace ,The most important focus of the discipline of international relations has been to understand the causes of war and the paths to peace. This course will explore some of the leading contemporary theories of peace and cooperation. It will conclude with a discussion of the prospects for war and peace in the emerging international system.,"CC, SS, W"
International Relations,Arts & Sciences,4 Credits,IR 334,IR,334,,Prospects for Peace in the 21st Century ,"Will the 21st century be more or less peaceful than the “terrible 20th?” This course examines: globalization as a force both for and against peace, the proliferation of weapons of mass destruction, terrorism, nationalism and communal conflict, humanitarian intervention and peacekeeping, climate change and other issues affecting prospects for peace in the near future. We will also consider the special situation of American as the world's sole superpower, choices in U.S. policy between unilateral and multilateral approaches to preserving global.","CC, SS"
International Relations,Arts & Sciences,4 Credits,IR 335,IR,335,,Intervention ,"Strong states frequently intervene in the affairs of weaker societies. Since 1945, the most frequent intervener has been the United States. International norms cut both ways—sovereignty opposes intervention while an emerging “responsibility to protect” sometimes favors it. This course explores why and by what means states and international organizations intervene and what factors influence the success of interventions. We focus mainly on two types – counterinsurgency and humanitarian intervention – that have been and are likely to remain the most.","CC, SS, W"
International Relations,Arts & Sciences,4 Credits,IR 337,IR,337,,Conflict and Cooperation ,"The course is designed as an advanced undergraduate seminar to students, who are interested in getting deeper familiarity with the rational choice literature on conflict and cooperation. Its primary focus is on socially suboptimal outcomes in situations that can be modeled as a prisoners’ dilemma, collective action problems, bargaining failures due to incomplete information and commitment problems, etc. The applied material deals with issues like crisis bargaining, alliance politics, revolutions, interventions, trade, democratic transitions, etc. Consent of department required.","CC, SS"
International Relations,Arts & Sciences,4 Credits,IR 344,IR,344,,International Politics of Oil ,"Historical influence of oil in international politics and the role it plays today. Focus on differing views of producers, such as Middle Eastern and Latin American states, and consuming nations, largely the economically developed Western states. Consent of department required .","CC, SS, W"
International Relations,Arts & Sciences,4 Credits,IR 345,IR,345,,Democratization ,"Interdisciplinary analysis of international and transnational influences on regime transitions. Addresses the role of war, trade, colonial legacies, waves of democratization, socializations, demonstration effects, and international law; the policies of the United States, EU, OAS, UN, World Bank, and NGOs; and the efficacy of different instruments of democracy promotion. Consent of department required.","CC, SS, W"
International Relations,Arts & Sciences,4 Credits,IR 347,IR,347,,Individuals & Diplomacy in International Politics ,"This seminar examines the role of individuals—including diplomats, bureaucrats, heads of state, and organizational leaders—in shaping international cooperation and global governance. The course explores how diplomacy, leadership, power, and bureaucratic politics affect negotiations, agenda-setting, and institutional effectiveness. Themes include the intersection of individual agency with institutional frameworks, the impact of leadership in multilateral diplomacy, and the ways in which influential figures contribute to both conflict resolution and international collaboration Consent of department required.","CC, SS, W"
International Relations,Arts & Sciences,4 Credits,IR 364,IR,364,ASIA 364,Chinese Foreign Policy ,"Research-oriented seminar focusing on the sources of Chinese foreign policy preferences and goals, foreign policy decision-making processes, international implications of the rise of China, and the pressing regional and global issues that China is facing now and in the future. Students are strongly recommended to take at least one China/East Asia course before, or simultaneously with, IR364. Consent of department required.","CC, SS, W"
International Relations,Arts & Sciences,4 Credits,IR 367,IR,367,,International Relations of Russia and other Post-Soviet States ,Analysis of foreign relations of Russia and the other fourteen states that emerged after the collapse of the USSR. Consent of department required.,"CC, SS, W"
International Relations,Arts & Sciences,4 Credits,IR 388,IR,388,,Honors Thesis in International Relations ,"International relations majors with senior standing may undertake an intensive, two-semester project under the direct guidance of a faculty member in the student's special area of interest. Students who successfully complete the thesis and whose GPA in the major at the time of graduation is 3.5 or higher receive Departmental Honors. Department permission required. See IR Department website http://cas.lehigh.edu/ir for additional information.","CC, W"
International Relations,Arts & Sciences,4 Credits,IR 389,IR,389,MLL 389,IR/MLL Capstone Project ,A research project on international politics that will include original research in at least one foreign language under the joint supervision of an adviser in IR and one in the relevant language in MLL. Consent of department required.,"CC, SS, W"
International Relations,Arts & Sciences,1-4 Credits,IR 390,IR,390,,Readings in International Relations ,Directed course of readings intended for students with special competence or interest in fields of international relations not fully covered by regular course offerings. Department permission required.,"CC, SS"
International Relations,Arts & Sciences,1-4 Credits,IR 391,IR,391,,Special Topics ,"Intensive, research-oriented study for students with a special competence or interest in fields of international relations not fully covered by regular course offerings. Department permission is required.","CC, SS, SW, W"
International Relations,Arts & Sciences,1-4 Credits,IR 392,IR,392,,Independent Study ,This course enables students to work with faculty on individual projects and material not covered by the current course offerings. Department permission required.,"CC, SS"
International Relations,Arts & Sciences,"3,4 Credits",IR 393,IR,393,,Seminar in International Relations ,"Advanced seminar, comparable to other 300level seminars, that focuses on discussion and research on specialized subjects in international relations. Variable subject matter. Junior standing and department permission required.","CC, SS, W"
International Relations,Arts & Sciences,1-4 Credits,IR 394,IR,394,,Internship in International Relations ,Internship in a public or private agency. Department permission required.,"CC, SS, SW"
Journalism,Arts & Sciences,4 Credits,JOUR 125,JOUR,125,EVST 125,"Environment, the Public and the Mass Media ","Extensive exploration of local, national and international environmental problems and their social, political and economic impacts. Analysis of mass media coverage of complex environmental issues and the media's effects on public opinion and government environmental policies. Examination of environmental journalism principles and practices in the United States and around the world.","CC, SS, SW"
Journalism,Arts & Sciences,4 Credits,JOUR 333,JOUR,333,AAS 333,"Reporting the Crises: Identity, Journalism and Power ","This seminar helps students understand the role of journalists, media-makers and citizens at the intersection of identity and inequality in times of crisis. It covers issues of race, class and gender with a specific emphasis on anti-Black racism, showing how media can be consciously or unwittingly used to further discrimination and support ongoing structures and patterns of harm. Ultimately students will explore how new media platforms, organizations and workers might undertake more equitable practices for a more equal media future.","CC, SS"
Japanese,Arts & Sciences,1-4 Credits,JPNS 091,JPNS,091,,Special Topics ,Materials not covered in regular courses.,"AL, CC, HE, HU, SS, W"
Japanese,Arts & Sciences,0-8 Credits,JPNS 099,JPNS,099,"ARAB 099, ASIA 099, CHIN 099, FREN 099, GERM 099, HEBR 099, MLL 099, RUSS 099, SPAN 099",Language &amp; Culture Abroad I ,"Beginning level of Japanese language, literature, or culture courses taught abroad.","AL, CC, HE, HU, W"
Japanese,Arts & Sciences,1-4 Credits,JPNS 180,JPNS,180,,Independent Study ,"Topics related to Japan and Japanese language not covered in regular courses. (1-4 credits, may be repeated) Instructor's permission.","AL, CC, HU, W"
Japanese,Arts & Sciences,1-4 Credits,JPNS 191,JPNS,191,,Special Topics ,Materials not covered in regular courses.,"AL, CC, HE, HU, SS, W"
Japanese,Arts & Sciences,0-8 Credits,JPNS 199,JPNS,199,"ARAB 199, ASIA 199, CHIN 199, FREN 199, GERM 199, HEBR 199, MLL 199, RUSS 199, SPAN 199",Language &amp; Culture Abroad II ,"Intermediate level of Japanese language, literature, or culture courses taught abroad.","AL, CC, HE, HU, W"
Japanese,Arts & Sciences,1-4 Credits,JPNS 280,JPNS,280,,Independent Study ,"Topics related to Japan and Japanese language not covered in regular courses. (1-4 credits, may be repeated) Instructor's permission.","AL, CC, HU, W"
Japanese,Arts & Sciences,1-4 Credits,JPNS 291,JPNS,291,,Special Topics ,Materials not covered in regular courses.,"AL, CC, HU, SS, W"
Japanese,Arts & Sciences,1-4 Credits,JPNS 380,JPNS,380,,Independent Study ,"Topics related to Japan and Japanese language not covered in regular courses. (1-4 credits, may be repeated) Instructor's permission.","AL, CC, HU, W"
Japanese,Arts & Sciences,1-4 Credits,JPNS 389,JPNS,389,,Honors Project ,An opportunity for Japanese majors who want to undertake a project with the potential for program honors. Course may be repeated.,"CC, HU, SS, W"
Japanese,Arts & Sciences,1-4 Credits,JPNS 391,JPNS,391,,Special Topics ,Materials not covered in regular courses.,"AL, CC, HU, SS, W"
Japanese,Arts & Sciences,0-8 Credits,JPNS 399,JPNS,399,"ARAB 399, CHIN 399, FREN 399, GERM 399, HEBR 399, MLL 399, RUSS 399, SPAN 399",Language &amp; Culture Abroad IV ,"Professional level of Japanese language, literature, or culture courses taught abroad.","AL, CC, HU, W"
Jewish Studies,Arts & Sciences,4 Credits,JST 030,JST,030,REL 030,Beyond Bagels: Jews and Food ,"What does Crisco have to do with Jewish history? What is eco-kashrut? And why do so many Jews eat Chinese food on Christmas? This course explores Jewish life through the diverse history of Jewish foods. From New York deli to matzah ball gumbo, we will dig into a rich stew of diverse Jewish practices, regions, genders, ethics, and rituals.","CC, HE, HU"
Jewish Studies,Arts & Sciences,4 Credits,JST 031,JST,031,HIST 031,"Empire, War, and Resistance in the Middle East ","NEW COURSE PENDING FACULTY APPROVAL --
Over the past 200 years, empires have fought over the control of strategic trade routes and natural resources in the Middle East. Conflicts in Israel-Palestine, Iraq, and Syria emerged with the redrawing of borders. These geo-political changes shed light on how national identities changed but also on how Middle Eastern men and women resisted foreign occupation and domestic dictators alike. Through diverse media such as fiction, photography, and film, this course introduces students to the region’s rich history and legacy.","CC, HE, SS, W"
Jewish Studies,Arts & Sciences,4 Credits,JST 070,JST,070,REL 070,Antisemitism Past and Present ,"As a ubiquitously present minority in western Christian societies over time, Jews have served as a foil for western identities in ways that continue to resonate in the modern and contemporary contexts. This course will consider the role that anti-Judaism and antisemitism have played in western culture from the ancient period to the present day.","CC, HE, HU"
Jewish Studies,Arts & Sciences,4 Credits,JST 082,JST,082,IR 082,Middle East in World Affairs Since 1945 ,"Rise of Turkish, Iranian, and Arab nationalism; creation of Israel; decline of British and French power; growth of U.S. and Soviet influence; Middle East as the world's major oil producer.","CC, SS, SW"
Jewish Studies,Arts & Sciences,4 Credits,JST 086,JST,086,IR 086,The Israeli-Palestinian Conflict ,"Origins of the Zionist movement and of Palestinian national identity. Evolution of the conflict before, during, and after the Israeli War of Independence/Palestinian Nakhba (Catastrophe). 1967 and subsequent occupations. Camp David, Oslo, and subsequent peace negotiations. The 2006 Fatah/Hamas split and state of Palestinian and Israeli politics and policy. Role of the Arab states and of global powers such as the United States.","CC, SS, SW"
Jewish Studies,Arts & Sciences,1-4 Credits,JST 091,JST,091,,Special Topics ,Intensive study of a topic of special interest not covered in other courses.,"AL, CC, HE, HU, SS, SW, W"
Jewish Studies,Arts & Sciences,4 Credits,JST 102,JST,102,"AAS 102, ENGL 102, REL 102",Promised Lands: Jewish and African American Children's Literature ,"In the Hebrew Bible, Psalm 137 asks, “How can we sing the Lord’s song in a strange land?” For Jews, blacks, and black Jews, this was and is a poignant question. This course examines how these two rich, often overlapping and interacting groups tell their stories in literature for children and young adults, with a particular focus on the mediation of traumatic pasts. What does it mean to imagine promised lands beyond such pasts—and can they be reached?","CC, HE, HU, W"
Jewish Studies,Arts & Sciences,4 Credits,JST 138,JST,138,"REL 138, WGSS 138","Sex, Gender, Jews ","How do Jews of all genders tell their stories? What are the varied Jewish approaches to sexuality? How have feminist movements affected Jewish rituals? In this course, we will consider how religion, gender, sexuality, race, and class intersect in the lives of Jews, with a particular focus on North America. Topics will include: Jewish women’s memoirs; the voices of LGBTQ Jews; recent innovations in Jewish ritual and leadership; Jewish masculinities; and the gendering of Jewish children’s literature, among others.","CC, HE, HU, W"
Jewish Studies,Arts & Sciences,4 Credits,JST 154,JST,154,"HIST 154, REL 154",The Holocaust: History and Meaning ,"The Nazi Holocaust in its historical, political and religious setting. Emphasis upon the moral, cultural and theological issues raised by the Holocaust.","CC, HE, HU, W"
Jewish Studies,Arts & Sciences,4 Credits,JST 175,JST,175,"GS 175, HIST 175, REL 175","History of Racism, anti-Semitism, and Islamophobia ","From the history of slavery in the ancient world to Charlottesville 2017. We will read texts and watch movies that discuss the history of slavery, anti-Semitism, and Islamophobia. The historical meeting of worlds goes from ""social slavery"" in the ancient world to the ''blood laws"" in medieval Spain; colonialism in the New World, the rise of biological racism in the nineteenth century, and of cultural racism in the twentieth century.","CC, HE, SS, W"
Jewish Studies,Arts & Sciences,1-4 Credits,JST 180,JST,180,,Independent Study ,Directed readings or research on a Jewish Studies related topic under the direction of a Jewish Studies faculty member. May be repeated for credit up to eight credits. Must have consent of the program director.,"CC, HU, SS, W"
Jewish Studies,Arts & Sciences,1-4 Credits,JST 191,JST,191,,Special Topics ,Intensive study of a topic of special interest not covered in other courses.,"AL, CC, HE, HU, SS, SW, W"
Jewish Studies,Arts & Sciences,1-4 Credits,JST 291,JST,291,,Special Topics ,Intensive study of a topic of special interest not covered in other courses.,"AL, CC, HE, HU, SS, SW, W"
Jewish Studies,Arts & Sciences,1-4 Credits,JST 391,JST,391,,Special Topics ,Intensive study of a topic of special interest not covered in other courses.,"AL, CC, HE, HU, SS, SW, W"
Latin American Studies,Arts & Sciences,4 Credits,LAS 049,LAS,049,"GS 049, HIST 049",The True Road to El Dorado: Colonial Latin America ,"Examines the initial encounters of peoples of Iberian and African origins with the indigenous civilizations of the Western Hemisphere. Explores the development of a colonial economy and its global reach. Focuses on the birth of a distinctive Latin American society and culture, with attention to the Latin American patriots who fought for their freedom. No prior knowledge of Latin American history required.","CC, SS, SW, W"
Latin American Studies,Arts & Sciences,4 Credits,LAS 050,LAS,050,"GS 050, HIST 050","Heroes, Dictators, and Revolutionaries: Latin America since Independence ","Examines the 200-year-long struggle of Latin American peoples to gain political representation, economic equality, and social justice. Explores key historical events in Latin America from the movement for independence in the early nineteenth century to today's modern societies. Topics include the wars of independence, the rule of caudillos, foreign military interventions, export economies, populism, social revolutions, the Cold War era, state terror and military dictatorships, and the war on drugs.","CC, SS, SW, W"
